CALENDAR_CD,OFF_DATE
TAAAA,2015-11-22
TAAAA,2015-11-28
TAAAA,2015-11-29
TAAAA,2015-12-05
TAAAA,2015-12-06
TAAAA,2015-12-12
TAAAA,2015-12-13
TAAAA,2015-12-19
TAAAA,2015-12-20
TAAAA,2015-12-26
TAAAA,2015-12-27
TAAAA,2016-01-01
TAAAA,2016-01-02
TAAAA,2016-01-03
TAAAA,2016-01-09
TAAAA,2016-01-10
TAAAA,2016-01-16
TAAAA,2016-01-17
TAAAA,2016-01-23
TAAAA,2016-01-24
TAAAA,2016-01-31
TAAAA,2016-02-06
TAAAA,2016-02-07
TAAAA,2016-02-08
TAAAA,2016-02-09
TAAAA,2016-02-10
TAAAA,2016-02-11
TAAAA,2016-02-12
TAAAA,2016-02-13
TAAAA,2016-02-14
TAAAA,2016-02-20
TAAAA,2016-02-21
TAAAA,2016-02-27
TAAAA,2016-02-28
TAAAA,2016-02-29
TAAAA,2016-03-05
TAAAA,2016-03-06
TAAAA,2016-03-12
TAAAA,2016-03-13
TAAAA,2016-03-19
TAAAA,2016-03-20
TAAAA,2016-03-26
TAAAA,2016-03-27
TAAAA,2016-04-02
TAAAA,2016-04-03
TAAAA,2016-04-04
TAAAA,2016-04-05
TAAAA,2016-04-09
TAAAA,2016-04-10
TAAAA,2016-04-16
TAAAA,2016-04-17
TAAAA,2016-04-23
TAAAA,2016-04-24
TAAAA,2016-04-30
TAAAA,2016-05-01
TAAAA,2016-05-02
TAAAA,2016-05-07
TAAAA,2016-05-08
TAAAA,2016-05-14
TAAAA,2016-05-15
TAAAA,2016-05-21
TAAAA,2016-05-22
TAAAA,2016-05-28
TAAAA,2016-05-29
TAAAA,2016-06-05
TAAAA,2016-06-09
TAAAA,2016-06-10
TAAAA,2016-06-11
TAAAA,2016-06-12
TAAAA,2016-06-18
TAAAA,2016-06-19
TAAAA,2016-06-25
TAAAA,2016-06-26
TAAAA,2016-07-02
TAAAA,2016-07-03
TAAAA,2016-07-09
TAAAA,2016-07-10
TAAAA,2016-07-16
TAAAA,2016-07-17
TAAAA,2016-07-23
TAAAA,2016-07-24
TAAAA,2016-07-30
TAAAA,2016-07-31
TAAAA,2016-08-06
TAAAA,2016-08-07
TAAAA,2016-08-13
TAAAA,2016-08-14
TAAAA,2016-08-20
TAAAA,2016-08-21
TAAAA,2016-08-27
TAAAA,2016-08-28
TAAAA,2016-09-03
TAAAA,2016-09-04
TAAAA,2016-09-11
TAAAA,2016-09-15
TAAAA,2016-09-16
TAAAA,2016-09-17
TAAAA,2016-09-18
TAAAA,2016-09-24
TAAAA,2016-09-25
TAAAA,2016-10-01
TAAAA,2016-10-02
TAAAA,2016-10-08
TAAAA,2016-10-09
TAAAA,2016-10-10
TAAAA,2016-10-15
TAAAA,2016-10-16
TAAAA,2016-10-22
TAAAA,2016-10-23
TAAAA,2016-10-29
TAAAA,2016-10-30
TAAAA,2016-11-05
TAAAA,2016-11-06
TAAAA,2016-11-12
TAAAA,2016-11-13
TAAAA,2016-11-19
TAAAA,2016-11-20
TAAAA,2016-11-26
TAAAA,2016-11-27
TAAAA,2016-12-03
TAAAA,2016-12-04
TAAAA,2016-12-10
TAAAA,2016-12-11
TAAAA,2016-12-17
TAAAA,2016-12-18
TAAAA,2016-12-24
TAAAA,2016-12-25
TAAAA,2016-12-31
TAAAA,2017-01-01
TAAAA,2017-01-02
TAAAA,2017-01-07
TAAAA,2017-01-08
TAAAA,2017-01-14
TAAAA,2017-01-15
TAAAA,2017-01-21
TAAAA,2017-01-22
TAAAA,2017-01-27
TAAAA,2017-01-28
TAAAA,2017-01-29
TAAAA,2017-01-30
TAAAA,2017-01-31
TAAAA,2017-02-01
TAAAA,2017-02-04
TAAAA,2017-02-05
TAAAA,2017-02-11
TAAAA,2017-02-12
TAAAA,2017-02-19
TAAAA,2017-02-25
TAAAA,2017-02-26
TAAAA,2017-02-27
TAAAA,2017-02-28
TAAAA,2017-03-04
TAAAA,2017-03-05
TAAAA,2017-03-11
TAAAA,2017-03-12
TAAAA,2017-03-18
TAAAA,2017-03-19
TAAAA,2017-03-25
TAAAA,2017-03-26
TAAAA,2017-04-01
TAAAA,2017-04-02
TAAAA,2017-04-03
TAAAA,2017-04-04
TAAAA,2017-04-08
TAAAA,2017-04-09
TAAAA,2017-04-15
TAAAA,2017-04-16
TAAAA,2017-04-22
TAAAA,2017-04-23
TAAAA,2017-04-29
TAAAA,2017-04-30
TAAAA,2017-05-01
TAAAA,2017-05-06
TAAAA,2017-05-07
TAAAA,2017-05-13
TAAAA,2017-05-14
TAAAA,2017-05-20
TAAAA,2017-05-21
TAAAA,2017-05-27
TAAAA,2017-05-28
TAAAA,2017-05-29
TAAAA,2017-05-30
TAAAA,2017-06-04
TAAAA,2017-06-10
TAAAA,2017-06-11
TAAAA,2017-06-17
TAAAA,2017-06-18
TAAAA,2017-06-24
TAAAA,2017-06-25
TAAAA,2017-07-01
TAAAA,2017-07-02
TAAAA,2017-07-08
TAAAA,2017-07-09
TAAAA,2017-07-15
TAAAA,2017-07-16
TAAAA,2017-07-22
TAAAA,2017-07-23
TAAAA,2017-07-29
TAAAA,2017-07-30
TAAAA,2017-08-05
TAAAA,2017-08-06
TAAAA,2017-08-12
TAAAA,2017-08-13
TAAAA,2017-08-19
TAAAA,2017-08-20
TAAAA,2017-08-26
TAAAA,2017-08-27
TAAAA,2017-09-02
TAAAA,2017-09-03
TAAAA,2017-09-09
TAAAA,2017-09-10
TAAAA,2017-09-16
TAAAA,2017-09-17
TAAAA,2017-09-23
TAAAA,2017-09-24
TAAAA,2017-10-01
TAAAA,2017-10-04
TAAAA,2017-10-07
TAAAA,2017-10-08
TAAAA,2017-10-09
TAAAA,2017-10-10
TAAAA,2017-10-14
TAAAA,2017-10-15
TAAAA,2017-10-21
TAAAA,2017-10-22
TAAAA,2017-10-28
TAAAA,2017-10-29
TAAAA,2017-11-04
TAAAA,2017-11-05
TAAAA,2017-11-11
TAAAA,2017-11-12
TAAAA,2017-11-18
TAAAA,2017-11-19
TAAAA,2017-11-25
TAAAA,2017-11-26
TAAAA,2017-12-02
TAAAA,2017-12-03
TAAAA,2017-12-09
TAAAA,2017-12-10
TAAAA,2017-12-16
TAAAA,2017-12-17
TAAAA,2017-12-23
TAAAA,2017-12-24
TAAAA,2017-12-30
TAAAA,2017-12-31
TAAAA,2018-01-01
TAAAA,2018-01-06
TAAAA,2018-01-07
TAAAA,2018-01-13
TAAAA,2018-01-14
TAAAA,2018-01-20
TAAAA,2018-01-21
TAAAA,2018-01-27
TAAAA,2018-01-28
TAAAA,2018-02-03
TAAAA,2018-02-04
TAAAA,2018-02-10
TAAAA,2018-02-11
TAAAA,2018-02-15
TAAAA,2018-02-16
TAAAA,2018-02-17
TAAAA,2018-02-18
TAAAA,2018-02-19
TAAAA,2018-02-20
TAAAA,2018-02-24
TAAAA,2018-02-25
TAAAA,2018-02-28
TAAAA,2018-03-03
TAAAA,2018-03-04
TAAAA,2018-03-10
TAAAA,2018-03-11
TAAAA,2018-03-17
TAAAA,2018-03-18
TAAAA,2018-03-24
TAAAA,2018-03-25
TAAAA,2018-04-01
TAAAA,2018-04-04
TAAAA,2018-04-05
TAAAA,2018-04-06
TAAAA,2018-04-07
TAAAA,2018-04-08
TAAAA,2018-04-14
TAAAA,2018-04-15
TAAAA,2018-04-21
TAAAA,2018-04-22
TAAAA,2018-04-28
TAAAA,2018-04-29
TAAAA,2018-05-01
TAAAA,2018-05-05
TAAAA,2018-05-06
TAAAA,2018-05-12
TAAAA,2018-05-13
TAAAA,2018-05-19
TAAAA,2018-05-20
TAAAA,2018-05-26
TAAAA,2018-05-27
TAAAA,2018-06-02
TAAAA,2018-06-03
TAAAA,2018-06-09
TAAAA,2018-06-10
TAAAA,2018-06-16
TAAAA,2018-06-17
TAAAA,2018-06-18
TAAAA,2018-06-23
TAAAA,2018-06-24
TAAAA,2018-06-30
TAAAA,2018-07-01
TAAAA,2018-07-07
TAAAA,2018-07-08
TAAAA,2018-07-14
TAAAA,2018-07-15
TAAAA,2018-07-21
TAAAA,2018-07-22
TAAAA,2018-07-28
TAAAA,2018-07-29
TAAAA,2018-08-04
TAAAA,2018-08-05
TAAAA,2018-08-11
TAAAA,2018-08-12
TAAAA,2018-08-18
TAAAA,2018-08-19
TAAAA,2018-08-25
TAAAA,2018-08-26
TAAAA,2018-09-01
TAAAA,2018-09-02
TAAAA,2018-09-08
TAAAA,2018-09-09
TAAAA,2018-09-15
TAAAA,2018-09-16
TAAAA,2018-09-22
TAAAA,2018-09-23
TAAAA,2018-09-24
TAAAA,2018-09-29
TAAAA,2018-09-30
TAAAA,2018-10-06
TAAAA,2018-10-07
TAAAA,2018-10-10
TAAAA,2018-10-13
TAAAA,2018-10-14
TAAAA,2018-10-20
TAAAA,2018-10-21
TAAAA,2018-10-27
TAAAA,2018-10-28
TAAAA,2018-11-03
TAAAA,2018-11-04
TAAAA,2018-11-10
TAAAA,2018-11-11
TAAAA,2018-11-17
TAAAA,2018-11-18
TAAAA,2018-11-24
TAAAA,2018-11-25
TAAAA,2018-12-01
TAAAA,2018-12-02
TAAAA,2018-12-08
TAAAA,2018-12-09
TAAAA,2018-12-15
TAAAA,2018-12-16
TAAAA,2018-12-23
TAAAA,2018-12-29
TAAAA,2018-12-30
TAAAA,2018-12-31
TAAAA,2019-01-01
TAAAA,2019-01-05
TAAAA,2019-01-06
TAAAA,2019-01-12
TAAAA,2019-01-13
TAAAA,2019-01-20
TAAAA,2019-01-26
TAAAA,2019-01-27
TAAAA,2019-02-02
TAAAA,2019-02-03
TAAAA,2019-02-04
TAAAA,2019-02-05
TAAAA,2019-02-06
TAAAA,2019-02-07
TAAAA,2019-02-08
TAAAA,2019-02-09
TAAAA,2019-02-10
TAAAA,2019-02-16
TAAAA,2019-02-17
TAAAA,2019-02-24
TAAAA,2019-02-28
TAAAA,2019-03-01
TAAAA,2019-03-02
TAAAA,2019-03-03
TAAAA,2019-03-09
TAAAA,2019-03-10
TAAAA,2019-03-16
TAAAA,2019-03-17
TAAAA,2019-03-23
TAAAA,2019-03-24
TAAAA,2019-03-30
TAAAA,2019-03-31
TAAAA,2019-04-04
TAAAA,2019-04-05
TAAAA,2019-04-06
TAAAA,2019-04-07
TAAAA,2019-04-13
TAAAA,2019-04-14
TAAAA,2019-04-20
TAAAA,2019-04-21
TAAAA,2019-04-27
TAAAA,2019-04-28
TAAAA,2019-05-01
TAAAA,2019-05-04
TAAAA,2019-05-05
TAAAA,2019-05-11
TAAAA,2019-05-12
TAAAA,2019-05-18
TAAAA,2019-05-19
TAAAA,2019-05-25
TAAAA,2019-05-26
TAAAA,2019-06-01
TAAAA,2019-06-02
TAAAA,2019-06-07
TAAAA,2019-06-08
TAAAA,2019-06-09
TAAAA,2019-06-15
TAAAA,2019-06-16
TAAAA,2019-06-22
TAAAA,2019-06-23
TAAAA,2019-06-29
TAAAA,2019-06-30
TAAAA,2019-07-06
TAAAA,2019-07-07
TAAAA,2019-07-13
TAAAA,2019-07-14
TAAAA,2019-07-20
TAAAA,2019-07-21
TAAAA,2019-07-27
TAAAA,2019-07-28
TAAAA,2019-08-03
TAAAA,2019-08-04
TAAAA,2019-08-10
TAAAA,2019-08-11
TAAAA,2019-08-17
TAAAA,2019-08-18
TAAAA,2019-08-24
TAAAA,2019-08-25
TAAAA,2019-08-31
TAAAA,2019-09-01
TAAAA,2019-09-07
TAAAA,2019-09-08
TAAAA,2019-09-13
TAAAA,2019-09-14
TAAAA,2019-09-15
TAAAA,2019-09-21
TAAAA,2019-09-22
TAAAA,2019-09-28
TAAAA,2019-09-29
TAAAA,2019-10-06
TAAAA,2019-10-10
TAAAA,2019-10-11
TAAAA,2019-10-12
TAAAA,2019-10-13
TAAAA,2019-10-19
TAAAA,2019-10-20
TAAAA,2019-10-26
TAAAA,2019-10-27
TAAAA,2019-11-02
TAAAA,2019-11-03
TAAAA,2019-11-09
TAAAA,2019-11-10
TAAAA,2019-11-16
TAAAA,2019-11-17
TAAAA,2019-11-23
TAAAA,2019-11-24
TAAAA,2019-11-30
TAAAA,2019-12-01
TAAAA,2019-12-07
TAAAA,2019-12-08
TAAAA,2019-12-14
TAAAA,2019-12-15
TAAAA,2019-12-21
TAAAA,2019-12-22
TAAAA,2019-12-28
TAAAA,2019-12-29
UAAAA,2014-03-01
UAAAA,2014-03-02
UAAAA,2014-03-08
UAAAA,2014-03-09
UAAAA,2014-03-15
UAAAA,2014-03-16
UAAAA,2014-03-22
UAAAA,2014-03-23
UAAAA,2014-03-29
UAAAA,2014-03-30
UAAAA,2014-04-05
UAAAA,2014-04-06
UAAAA,2014-04-12
UAAAA,2014-04-13
UAAAA,2014-04-19
UAAAA,2014-04-20
UAAAA,2014-04-26
UAAAA,2014-04-27
UAAAA,2014-05-03
UAAAA,2014-05-04
UAAAA,2014-05-10
UAAAA,2014-05-11
UAAAA,2014-05-17
UAAAA,2014-05-18
UAAAA,2014-05-24
UAAAA,2014-05-25
UAAAA,2014-05-26
UAAAA,2014-05-31
UAAAA,2014-06-01
UAAAA,2014-06-07
UAAAA,2014-06-08
UAAAA,2014-06-14
UAAAA,2014-06-15
UAAAA,2014-06-21
UAAAA,2014-06-22
UAAAA,2014-06-28
UAAAA,2014-06-29
UAAAA,2014-07-04
UAAAA,2014-07-05
UAAAA,2014-07-06
UAAAA,2014-07-12
UAAAA,2014-07-13
UAAAA,2014-07-19
UAAAA,2014-07-20
UAAAA,2014-07-26
UAAAA,2014-07-27
UAAAA,2014-08-02
UAAAA,2014-08-03
UAAAA,2014-08-09
UAAAA,2014-08-10
UAAAA,2014-08-16
UAAAA,2014-08-17
UAAAA,2014-08-23
UAAAA,2014-08-24
UAAAA,2014-08-30
UAAAA,2014-08-31
UAAAA,2014-09-01
UAAAA,2014-09-06
UAAAA,2014-09-07
UAAAA,2014-09-13
UAAAA,2014-09-14
UAAAA,2014-09-20
UAAAA,2014-09-21
UAAAA,2014-09-27
UAAAA,2014-09-28
UAAAA,2014-10-04
UAAAA,2014-10-05
UAAAA,2014-10-11
UAAAA,2014-10-12
UAAAA,2014-10-18
UAAAA,2014-10-19
UAAAA,2014-10-25
UAAAA,2014-10-26
UAAAA,2014-11-01
UAAAA,2014-11-02
UAAAA,2014-11-08
UAAAA,2014-11-09
UAAAA,2014-11-15
UAAAA,2014-11-16
UAAAA,2014-11-22
UAAAA,2014-11-23
UAAAA,2014-11-27
UAAAA,2014-11-28
UAAAA,2014-11-29
UAAAA,2014-11-30
UAAAA,2014-12-06
UAAAA,2014-12-07
UAAAA,2014-12-13
UAAAA,2014-12-14
UAAAA,2014-12-20
UAAAA,2014-12-21
UAAAA,2014-12-24
UAAAA,2014-12-25
UAAAA,2014-12-27
UAAAA,2014-12-28
UAAAA,2014-12-31
UAAAA,2015-01-01
UAAAA,2015-01-03
UAAAA,2015-01-04
UAAAA,2015-01-10
UAAAA,2015-01-11
UAAAA,2015-01-17
UAAAA,2015-01-18
UAAAA,2015-01-24
UAAAA,2015-01-25
UAAAA,2015-01-31
UAAAA,2015-02-01
UAAAA,2015-02-07
UAAAA,2015-02-08
UAAAA,2015-02-14
UAAAA,2015-02-15
UAAAA,2015-02-21
UAAAA,2015-02-22
UAAAA,2015-02-28
UAAAA,2015-03-01
UAAAA,2015-03-07
UAAAA,2015-03-08
UAAAA,2015-03-14
UAAAA,2015-03-15
UAAAA,2015-03-21
UAAAA,2015-03-22
UAAAA,2015-03-28
UAAAA,2015-03-29
UAAAA,2015-04-04
UAAAA,2015-04-05
UAAAA,2015-04-11
UAAAA,2015-04-12
UAAAA,2015-04-18
UAAAA,2015-04-19
UAAAA,2015-04-25
UAAAA,2015-04-26
UAAAA,2015-05-02
UAAAA,2015-05-03
UAAAA,2015-05-09
UAAAA,2015-05-10
UAAAA,2015-05-16
UAAAA,2015-05-17
UAAAA,2015-05-23
UAAAA,2015-05-24
UAAAA,2015-05-25
UAAAA,2015-05-30
UAAAA,2015-05-31
UAAAA,2015-06-06
UAAAA,2015-06-07
UAAAA,2015-06-13
UAAAA,2015-06-14
UAAAA,2015-06-20
UAAAA,2015-06-21
UAAAA,2015-06-27
UAAAA,2015-06-28
UAAAA,2015-07-03
UAAAA,2015-07-04
UAAAA,2015-07-05
UAAAA,2015-07-11
UAAAA,2015-07-12
UAAAA,2015-07-18
UAAAA,2015-07-19
UAAAA,2015-07-25
UAAAA,2015-07-26
UAAAA,2015-08-01
UAAAA,2015-08-02
UAAAA,2015-08-08
UAAAA,2015-08-09
UAAAA,2015-08-15
UAAAA,2015-08-16
UAAAA,2015-08-22
UAAAA,2015-08-23
UAAAA,2015-08-29
UAAAA,2015-08-30
UAAAA,2015-09-05
UAAAA,2015-09-06
UAAAA,2015-09-07
UAAAA,2015-09-12
UAAAA,2015-09-13
UAAAA,2015-09-19
UAAAA,2015-09-20
UAAAA,2015-09-26
UAAAA,2015-09-27
UAAAA,2015-10-03
UAAAA,2015-10-04
UAAAA,2015-10-10
UAAAA,2015-10-11
UAAAA,2015-10-17
UAAAA,2015-10-18
UAAAA,2015-10-24
UAAAA,2015-10-25
UAAAA,2015-10-31
UAAAA,2015-11-01
UAAAA,2015-11-07
UAAAA,2015-11-08
UAAAA,2015-11-14
UAAAA,2015-11-15
UAAAA,2015-11-21
UAAAA,2015-11-22
UAAAA,2015-11-26
UAAAA,2015-11-27
UAAAA,2015-11-28
UAAAA,2015-11-29
UAAAA,2015-12-05
UAAAA,2015-12-06
UAAAA,2015-12-12
UAAAA,2015-12-13
UAAAA,2015-12-19
UAAAA,2015-12-20
UAAAA,2015-12-24
UAAAA,2015-12-25
UAAAA,2015-12-26
UAAAA,2015-12-27
UAAAA,2015-12-31
UAAAA,2016-01-01
UAAAA,2016-01-02
UAAAA,2016-01-03
UAAAA,2016-01-09
UAAAA,2016-01-10
UAAAA,2016-01-16
UAAAA,2016-01-17
UAAAA,2016-01-23
UAAAA,2016-01-24
UAAAA,2016-01-30
UAAAA,2016-01-31
UAAAA,2016-02-06
UAAAA,2016-02-07
UAAAA,2016-02-13
UAAAA,2016-02-14
UAAAA,2016-02-20
UAAAA,2016-02-21
UAAAA,2016-02-27
UAAAA,2016-02-28
UAAAA,2016-03-05
UAAAA,2016-03-06
UAAAA,2016-03-12
UAAAA,2016-03-13
UAAAA,2016-03-19
UAAAA,2016-03-20
UAAAA,2016-03-26
UAAAA,2016-03-27
UAAAA,2016-04-02
UAAAA,2016-04-03
UAAAA,2016-04-09
UAAAA,2016-04-10
UAAAA,2016-04-16
UAAAA,2016-04-17
UAAAA,2016-04-23
UAAAA,2016-04-24
UAAAA,2016-04-30
UAAAA,2016-05-01
UAAAA,2016-05-07
UAAAA,2016-05-08
UAAAA,2016-05-14
UAAAA,2016-05-15
UAAAA,2016-05-21
UAAAA,2016-05-22
UAAAA,2016-05-28
UAAAA,2016-05-29
UAAAA,2016-05-30
UAAAA,2016-06-04
UAAAA,2016-06-05
UAAAA,2016-06-11
UAAAA,2016-06-12
UAAAA,2016-06-18
UAAAA,2016-06-19
UAAAA,2016-06-25
UAAAA,2016-06-26
UAAAA,2016-07-02
UAAAA,2016-07-03
UAAAA,2016-07-04
UAAAA,2016-07-09
UAAAA,2016-07-10
UAAAA,2016-07-16
UAAAA,2016-07-17
UAAAA,2016-07-23
UAAAA,2016-07-24
UAAAA,2016-07-30
UAAAA,2016-07-31
UAAAA,2016-08-06
UAAAA,2016-08-07
UAAAA,2016-08-13
UAAAA,2016-08-14
UAAAA,2016-08-20
UAAAA,2016-08-21
UAAAA,2016-08-27
UAAAA,2016-08-28
UAAAA,2016-09-03
UAAAA,2016-09-04
UAAAA,2016-09-05
UAAAA,2016-09-10
UAAAA,2016-09-11
UAAAA,2016-09-17
UAAAA,2016-09-18
UAAAA,2016-09-24
UAAAA,2016-09-25
UAAAA,2016-10-01
UAAAA,2016-10-02
UAAAA,2016-10-08
UAAAA,2016-10-09
UAAAA,2016-10-15
UAAAA,2016-10-16
UAAAA,2016-10-22
UAAAA,2016-10-23
UAAAA,2016-10-29
UAAAA,2016-10-30
UAAAA,2016-11-05
UAAAA,2016-11-06
UAAAA,2016-11-12
UAAAA,2016-11-13
UAAAA,2016-11-19
UAAAA,2016-11-20
UAAAA,2016-11-24
UAAAA,2016-11-25
UAAAA,2016-11-26
UAAAA,2016-11-27
UAAAA,2016-12-03
UAAAA,2016-12-04
UAAAA,2016-12-10
UAAAA,2016-12-11
UAAAA,2016-12-17
UAAAA,2016-12-18
UAAAA,2016-12-23
UAAAA,2016-12-24
UAAAA,2016-12-25
UAAAA,2016-12-26
UAAAA,2016-12-30
UAAAA,2016-12-31
UAAAA,2017-01-01
UAAAA,2017-01-02
UAAAA,2017-01-07
UAAAA,2017-01-08
UAAAA,2017-01-14
UAAAA,2017-01-15
UAAAA,2017-01-21
UAAAA,2017-01-22
UAAAA,2017-01-28
UAAAA,2017-01-29
UAAAA,2017-02-04
UAAAA,2017-02-05
UAAAA,2017-02-11
UAAAA,2017-02-12
UAAAA,2017-02-18
UAAAA,2017-02-19
UAAAA,2017-02-25
UAAAA,2017-02-26
UAAAA,2017-03-04
UAAAA,2017-03-05
UAAAA,2017-03-11
UAAAA,2017-03-12
UAAAA,2017-03-18
UAAAA,2017-03-19
UAAAA,2017-03-26
UAAAA,2017-04-02
UAAAA,2017-04-09
UAAAA,2017-04-16
UAAAA,2017-04-23
UAAAA,2017-04-30
UAAAA,2017-05-07
UAAAA,2017-05-14
UAAAA,2017-05-21
UAAAA,2017-05-28
UAAAA,2017-05-29
UAAAA,2017-06-04
UAAAA,2017-06-11
UAAAA,2017-06-18
UAAAA,2017-06-25
UAAAA,2017-07-02
UAAAA,2017-07-04
UAAAA,2017-07-09
UAAAA,2017-07-16
UAAAA,2017-07-23
UAAAA,2017-07-30
UAAAA,2017-08-06
UAAAA,2017-08-13
UAAAA,2017-08-20
UAAAA,2017-08-27
UAAAA,2017-09-03
UAAAA,2017-09-04
UAAAA,2017-09-10
UAAAA,2017-09-17
UAAAA,2017-09-24
UAAAA,2017-10-01
UAAAA,2017-10-08
UAAAA,2017-10-15
UAAAA,2017-10-22
UAAAA,2017-10-29
UAAAA,2017-11-05
UAAAA,2017-11-12
UAAAA,2017-11-19
UAAAA,2017-11-23
UAAAA,2017-11-24
UAAAA,2017-11-25
UAAAA,2017-11-26
UAAAA,2017-12-03
UAAAA,2017-12-10
UAAAA,2017-12-17
UAAAA,2017-12-22
UAAAA,2017-12-24
UAAAA,2017-12-25
UAAAA,2017-12-29
UAAAA,2017-12-31
UAAAA,2018-01-01
UAAAA,2018-01-07
UAAAA,2018-01-14
UAAAA,2018-01-21
UAAAA,2018-01-28
UAAAA,2018-02-04
UAAAA,2018-02-11
UAAAA,2018-02-18
UAAAA,2018-02-25
UAAAA,2018-03-04
UAAAA,2018-03-11
UAAAA,2018-03-18
UAAAA,2018-03-25
UAAAA,2018-04-01
UAAAA,2018-04-08
UAAAA,2018-04-15
UAAAA,2018-04-22
UAAAA,2018-04-29
UAAAA,2018-05-06
UAAAA,2018-05-13
UAAAA,2018-05-20
UAAAA,2018-05-27
UAAAA,2018-05-28
UAAAA,2018-06-03
UAAAA,2018-06-10
UAAAA,2018-06-17
UAAAA,2018-06-24
UAAAA,2018-07-01
UAAAA,2018-07-04
UAAAA,2018-07-08
UAAAA,2018-07-15
UAAAA,2018-07-22
UAAAA,2018-07-29
UAAAA,2018-08-05
UAAAA,2018-08-12
UAAAA,2018-08-19
UAAAA,2018-08-26
UAAAA,2018-09-02
UAAAA,2018-09-03
UAAAA,2018-09-09
UAAAA,2018-09-16
UAAAA,2018-09-23
UAAAA,2018-09-30
UAAAA,2018-10-07
UAAAA,2018-10-14
UAAAA,2018-10-21
UAAAA,2018-10-28
UAAAA,2018-11-04
UAAAA,2018-11-11
UAAAA,2018-11-18
UAAAA,2018-11-22
UAAAA,2018-11-23
UAAAA,2018-11-24
UAAAA,2018-11-25
UAAAA,2018-12-02
UAAAA,2018-12-09
UAAAA,2018-12-16
UAAAA,2018-12-23
UAAAA,2018-12-24
UAAAA,2018-12-25
UAAAA,2018-12-30
UAAAA,2018-12-31
UAAAA,2019-01-01
UAAAA,2019-01-06
UAAAA,2019-01-13
UAAAA,2019-01-20
UAAAA,2019-01-27
UAAAA,2019-02-03
UAAAA,2019-02-10
UAAAA,2019-02-17
UAAAA,2019-02-24
UAAAA,2019-03-03
UAAAA,2019-03-10
UAAAA,2019-03-17
UAAAA,2019-03-24
UAAAA,2019-03-31
UAAAA,2019-04-07
UAAAA,2019-04-14
UAAAA,2019-04-21
UAAAA,2019-04-28
UAAAA,2019-05-05
UAAAA,2019-05-12
UAAAA,2019-05-19
UAAAA,2019-05-26
UAAAA,2019-05-27
UAAAA,2019-06-02
UAAAA,2019-06-09
UAAAA,2019-06-16
UAAAA,2019-06-23
UAAAA,2019-06-30
UAAAA,2019-07-04
UAAAA,2019-07-07
UAAAA,2019-07-14
UAAAA,2019-07-21
UAAAA,2019-07-28
UAAAA,2019-08-04
UAAAA,2019-08-11
UAAAA,2019-08-18
UAAAA,2019-08-25
UAAAA,2019-09-01
UAAAA,2019-09-02
UAAAA,2019-09-08
UAAAA,2019-09-15
UAAAA,2019-09-22
UAAAA,2019-09-29
UAAAA,2019-10-06
UAAAA,2019-10-13
UAAAA,2019-10-20
UAAAA,2019-10-27
UAAAA,2019-11-03
UAAAA,2019-11-10
UAAAA,2019-11-17
UAAAA,2019-11-24
UAAAA,2019-11-28
UAAAA,2019-11-29
UAAAA,2019-12-01
UAAAA,2019-12-08
UAAAA,2019-12-15
UAAAA,2019-12-22
UAAAA,2019-12-24
UAAAA,2019-12-25
UAAAA,2019-12-29
UAAAA,2019-12-31
UAAAA,2020-01-01
UAAAA,2020-01-05
UAAAA,2020-01-12
UAAAA,2020-01-19
UAAAA,2020-01-26
UAAAA,2020-02-02
UAAAA,2020-02-09
UAAAA,2020-02-16
UAAAA,2020-02-23
UAAAA,2020-03-01
UAAAA,2020-03-08
UAAAA,2020-03-15
UAAAA,2020-03-22
UAAAA,2020-03-29
UAAAA,2020-04-05
UAAAA,2020-04-12
UAAAA,2020-04-19
UAAAA,2020-04-26
UAAAA,2020-05-03
UAAAA,2020-05-10
UAAAA,2020-05-17
UAAAA,2020-05-24
UAAAA,2020-05-25
UAAAA,2020-05-31
UAAAA,2020-06-07
UAAAA,2020-06-14
UAAAA,2020-06-21
UAAAA,2020-06-28
UAAAA,2020-07-03
UAAAA,2020-07-05
UAAAA,2020-07-12
UAAAA,2020-07-19
UAAAA,2020-07-26
UAAAA,2020-08-02
UAAAA,2020-08-09
UAAAA,2020-08-16
UAAAA,2020-08-23
UAAAA,2020-08-30
UAAAA,2020-09-06
UAAAA,2020-09-07
UAAAA,2020-09-13
UAAAA,2020-09-20
UAAAA,2020-09-27
UAAAA,2020-10-04
UAAAA,2020-10-11
UAAAA,2020-10-18
UAAAA,2020-10-25
UAAAA,2020-11-01
UAAAA,2020-11-08
UAAAA,2020-11-15
UAAAA,2020-11-22
UAAAA,2020-11-26
UAAAA,2020-11-27
UAAAA,2020-11-29
UAAAA,2020-12-06
UAAAA,2020-12-13
UAAAA,2020-12-20
UAAAA,2020-12-24
UAAAA,2020-12-25
UAAAA,2020-12-27
UAAAA,2020-12-31
VAAAA,2016-09-04
VAAAA,2016-09-11
VAAAA,2016-09-18
VAAAA,2016-09-25
VAAAA,2016-10-02
VAAAA,2016-10-09
VAAAA,2016-10-16
VAAAA,2016-10-23
VAAAA,2016-10-30
VAAAA,2016-11-06
VAAAA,2016-11-13
VAAAA,2016-11-20
VAAAA,2016-11-27
VAAAA,2016-12-04
VAAAA,2016-12-11
VAAAA,2016-12-18
VAAAA,2016-12-25
